# Oxford Pet Dataset (http://www.robots.ox.ac.uk/~vgg/data/pets/)
# path	class
data/Oxford-IIIT/images/american_bulldog_100.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_101.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_102.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_103.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_104.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_105.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_106.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_107.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_108.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_109.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_10.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_110.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_111.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_112.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_113.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_114.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_115.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_116.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_117.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_118.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_119.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_11.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_120.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_121.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_122.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_123.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_124.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_125.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_126.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_127.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_128.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_129.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_12.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_130.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_131.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_132.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_133.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_134.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_135.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_136.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_137.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_138.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_139.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_13.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_140.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_141.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_142.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_143.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_144.jpg	american_bulldog
data/Oxford-IIIT/images/american_bulldog_146.jpg	american_bulldog
data/Oxford-IIIT/images/american_pit_bull_terrier_100.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_101.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_102.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_103.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_104.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_105.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_106.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_107.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_108.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_109.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_10.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_110.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_111.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_112.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_113.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_114.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_115.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_116.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_117.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_118.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_119.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_11.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_120.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_121.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_122.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_123.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_124.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_125.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_126.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_127.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_128.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_129.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_12.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_130.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_131.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_132.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_133.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_134.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_135.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_136.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_137.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_138.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_139.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_13.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_140.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_141.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_142.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_143.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_144.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/american_pit_bull_terrier_145.jpg	american_pit_bull_terrier
data/Oxford-IIIT/images/basset_hound_100.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_101.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_102.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_103.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_104.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_105.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_106.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_107.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_108.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_109.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_10.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_110.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_111.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_112.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_113.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_114.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_115.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_116.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_117.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_118.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_119.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_11.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_120.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_121.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_122.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_123.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_124.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_125.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_126.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_127.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_128.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_129.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_12.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_130.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_131.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_132.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_133.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_134.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_135.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_136.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_137.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_138.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_139.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_13.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_140.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_141.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_142.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_143.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_144.jpg	basset_hound
data/Oxford-IIIT/images/basset_hound_145.jpg	basset_hound
data/Oxford-IIIT/images/beagle_100.jpg	beagle
data/Oxford-IIIT/images/beagle_101.jpg	beagle
data/Oxford-IIIT/images/beagle_102.jpg	beagle
data/Oxford-IIIT/images/beagle_103.jpg	beagle
data/Oxford-IIIT/images/beagle_104.jpg	beagle
data/Oxford-IIIT/images/beagle_105.jpg	beagle
data/Oxford-IIIT/images/beagle_107.jpg	beagle
data/Oxford-IIIT/images/beagle_108.jpg	beagle
data/Oxford-IIIT/images/beagle_109.jpg	beagle
data/Oxford-IIIT/images/beagle_10.jpg	beagle
data/Oxford-IIIT/images/beagle_110.jpg	beagle
data/Oxford-IIIT/images/beagle_111.jpg	beagle
data/Oxford-IIIT/images/beagle_112.jpg	beagle
data/Oxford-IIIT/images/beagle_113.jpg	beagle
data/Oxford-IIIT/images/beagle_114.jpg	beagle
data/Oxford-IIIT/images/beagle_115.jpg	beagle
data/Oxford-IIIT/images/beagle_116.jpg	beagle
